,,,,,,,Indicadores,SUMA_NETA
MATERIAL1,FECHA,,ID CENTRO,GRUPO_ARTICULOS,NOMBRE_CENTRO,CLASE_MOVIMIENTO,UNIDAD,
1,2024-01-04,4 ene. 2024,G415,GASOLINA,,641,L60,"5,956"
1,2024-01-04,4 ene. 2024,G418,GASOLINA,,641,L60,"10,923"
1,2024-01-04,4 ene. 2024,G428,GASOLINA,,641,L60,"15,915"
1,2024-01-04,4 ene. 2024,G434,GASOLINA,,641,L60,"4,944"
1,2024-01-04,4 ene. 2024,G437,GASOLINA,,641,L60,"7,954"
1,2024-01-04,4 ene. 2024,G438,GASOLINA,,641,L60,"19,889"
1,2024-01-04,4 ene. 2024,G439,GASOLINA,,641,L60,"10,912"
1,2024-01-04,4 ene. 2024,G447,GASOLINA,,641,L60,"4,981"
1,2024-01-04,4 ene. 2024,G470,GASOLINA,,641,L60,"9,917"
1,2024-01-04,4 ene. 2024,G471,GASOLINA,,641,L60,"31,744"
1,2024-01-04,4 ene. 2024,G758,GASOLINA,,641,L60,"5,978"
1,2024-01-04,4 ene. 2024,N024,GASOLINA,,641,L60,"13,898"
1,2024-01-04,4 ene. 2024,N028,GASOLINA,,641,L60,"7,934"
1,2024-01-04,4 ene. 2024,N080,GASOLINA,,641,L60,"4,953"
1,2024-01-04,4 ene. 2024,N096,GASOLINA,,641,L60,"4,954"
1,2024-01-04,4 ene. 2024,N101,GASOLINA,,641,L60,"15,830"
1,2024-01-04,4 ene. 2024,N104,GASOLINA,,641,L60,"7,938"
1,2024-01-04,4 ene. 2024,N235,GASOLINA,,641,L60,"7,930"
1,2024-01-04,4 ene. 2024,N238,GASOLINA,,641,L60,"7,926"
1,2024-01-04,4 ene. 2024,N322,GASOLINA,,641,L60,"7,936"
1,2024-01-04,4 ene. 2024,N347,GASOLINA,,641,L60,"4,958"
1,2024-01-04,4 ene. 2024,N397,GASOLINA,,641,L60,"9,909"
1,2024-01-04,4 ene. 2024,N398,GASOLINA,,641,L60,"8,929"
1,2024-01-04,4 ene. 2024,N401,GASOLINA,,641,L60,"19,785"
1,2024-01-04,4 ene. 2024,N427,GASOLINA,,641,L60,"5,914"
1,2024-01-04,4 ene. 2024,N572,GASOLINA,,641,L60,"4,960"
1,2024-01-04,4 ene. 2024,S035,GASOLINA,,641,L60,"16,955"
1,2024-01-04,4 ene. 2024,S049,GASOLINA,,641,L60,"8,932"
1,2024-01-04,4 ene. 2024,S062,GASOLINA,,641,L60,"4,953"
1,2024-01-04,4 ene. 2024,S072,GASOLINA,,641,L60,"16,828"
1,2024-01-04,4 ene. 2024,S079,GASOLINA,,641,L60,"17,834"
1,2024-01-04,4 ene. 2024,S084,GASOLINA,,641,L60,"14,947"
1,2024-01-04,4 ene. 2024,S115,GASOLINA,,641,L60,"4,963"
1,2024-01-04,4 ene. 2024,S178,GASOLINA,,641,L60,"13,904"
1,2024-01-04,4 ene. 2024,S201,GASOLINA,,641,L60,"16,960"
1,2024-01-04,4 ene. 2024,S204,GASOLINA,,641,L60,"4,992"
1,2024-01-04,4 ene. 2024,S230,GASOLINA,,641,L60,"12,900"
1,2024-01-04,4 ene. 2024,S238,GASOLINA,,641,L60,"17,855"
1,2024-01-04,4 ene. 2024,S288,GASOLINA,,641,L60,"14,852"
1,2024-01-04,4 ene. 2024,S407,GASOLINA,,641,L60,"31,658"
1,2024-01-04,4 ene. 2024,S502,GASOLINA,,641,L60,"9,954"
1,2024-01-04,4 ene. 2024,S512,GASOLINA,,641,L60,"13,878"
1,2024-01-04,4 ene. 2024,S517,GASOLINA,,641,L60,"10,881"
1,2024-01-04,4 ene. 2024,S551,GASOLINA,,641,L60,"9,965"
1,2024-01-04,4 ene. 2024,S563,GASOLINA,,641,L60,"14,907"
1,2024-01-04,4 ene. 2024,S574,GASOLINA,,641,L60,"5,000"
1,2024-01-04,4 ene. 2024,S830,GASOLINA,,641,L60,"7,982"
1,2024-01-04,4 ene. 2024,S901,GASOLINA,,641,L60,"9,912"
1,2024-01-04,4 ene. 2024,S906,GASOLINA,,641,L60,"18,948"
1,2024-01-04,4 ene. 2024,S954,GASOLINA,,641,L60,"19,810"
1,2024-01-05,5 ene. 2024,1202,GASOLINA,E/S 40117 SAN ANTONIO,641,L60,"82,155"
1,2024-01-05,5 ene. 2024,1207,GASOLINA,E/S 40126 VALPARAÍSO,641,L60,"241,619"
1,2024-01-05,5 ene. 2024,1208,GASOLINA,E/S 40128 VIÑA DEL MAR,641,L60,"369,122"
1,2024-01-05,5 ene. 2024,1210,GASOLINA,E/S 40130 QUILPUÉ,641,L60,"530,892"
1,2024-01-05,5 ene. 2024,1212,GASOLINA,E/S 40132 CONCÓN,641,L60,"189,996"
1,2024-01-05,5 ene. 2024,1215,GASOLINA,E/S 40141 SAN ANTONIO,641,L60,"222,937"
1,2024-01-05,5 ene. 2024,1317,GASOLINA,E/S 40166 VIÑA DEL MAR,641,L60,"9,837"
1,2024-01-05,5 ene. 2024,C005,GASOLINA,COMBUST. MUELLE PESQUERO ARICA,641,L60,"18,848"
1,2024-01-05,5 ene. 2024,C046,GASOLINA,CODELCO - GABRIELA MISTRAL,641,L60,"16,870"
1,2024-01-05,5 ene. 2024,C050,GASOLINA,DEPOSITO OXXEAN PTO. CHACABUCO,641,L60,"5,953"
1,2024-01-05,5 ene. 2024,C052,GASOLINA,DEPOSITO CASERONES,641,L60,"18,877"
1,2024-01-05,5 ene. 2024,C059,GASOLINA,PROYECTO ALMA,641,L60,"16,869"
1,2024-01-05,5 ene. 2024,C062,GASOLINA,MINERA ANTUCOYA,641,L60,"13,888"
1,2024-01-05,5 ene. 2024,C066,GASOLINA,CODELCO - ANDINA,641,L60,"16,869"
1,2024-01-05,5 ene. 2024,C099,GASOLINA,MINERA CANDELARIA,641,L60,"9,935"
1,2024-01-05,5 ene. 2024,C105,GASOLINA,EDS COPEC MILLÁN,641,L60,"9,939"
1,2024-01-05,5 ene. 2024,C113,GASOLINA,VIÑA DEL MAR,641,L60,"4,970"
1,2024-01-05,5 ene. 2024,C115,GASOLINA,SAN FELIPE,641,L60,"10,943"
1,2024-01-05,5 ene. 2024,C120,GASOLINA,MARÍA PINTO,641,L60,"53,574"
1,2024-01-05,5 ene. 2024,C185,GASOLINA,E/S 40056 SALAMANCA,641,L60,"16,896"
1,2024-01-05,5 ene. 2024,C368,GASOLINA,E/S 40090 QUILLOTA,641,L60,"8,930"
1,2024-01-05,5 ene. 2024,C369,GASOLINA,E/S 40091 QUILPUÉ,641,L60,"4,961"
1,2024-01-05,5 ene. 2024,C430,GASOLINA,E/S 40103 LA SERENA,641,L60,"4,977"
1,2024-01-05,5 ene. 2024,C501,GASOLINA,,641,L60,"18,880"
1,2024-01-05,5 ene. 2024,C503,GASOLINA,,641,L60,"18,872"
1,2024-01-05,5 ene. 2024,C506,GASOLINA,,641,L60,"4,952"
1,2024-01-05,5 ene. 2024,C508,GASOLINA,,641,L60,"18,885"
1,2024-01-05,5 ene. 2024,C513,GASOLINA,,641,L60,"18,907"
1,2024-01-05,5 ene. 2024,C514,GASOLINA,,641,L60,"16,864"
1,2024-01-05,5 ene. 2024,C516,GASOLINA,,641,L60,"14,924"
1,2024-01-05,5 ene. 2024,C602,GASOLINA,,641,L60,"18,881"
1,2024-01-05,5 ene. 2024,C609,GASOLINA,,641,L60,"16,867"
1,2024-01-05,5 ene. 2024,C710,GASOLINA,,641,L60,"5,954"
1,2024-01-05,5 ene. 2024,G196,GASOLINA,,641,L60,"18,924"
1,2024-01-05,5 ene. 2024,G230,GASOLINA,,641,L60,"14,903"
1,2024-01-05,5 ene. 2024,G259,GASOLINA,,641,L60,"18,880"
1,2024-01-05,5 ene. 2024,G261,GASOLINA,,641,L60,"14,908"
1,2024-01-05,5 ene. 2024,G273,GASOLINA,,641,L60,"10,926"
1,2024-01-05,5 ene. 2024,G284,GASOLINA,,641,L60,"10,932"
1,2024-01-05,5 ene. 2024,G325,GASOLINA,,641,L60,"18,901"
1,2024-01-05,5 ene. 2024,G335,GASOLINA,,641,L60,"3,980"
1,2024-01-05,5 ene. 2024,G348,GASOLINA,,641,L60,"9,935"
1,2024-01-05,5 ene. 2024,G351,GASOLINA,,641,L60,"18,884"
1,2024-01-05,5 ene. 2024,G359,GASOLINA,,641,L60,"16,913"
1,2024-01-05,5 ene. 2024,G368,GASOLINA,,641,L60,"11,934"
1,2024-01-05,5 ene. 2024,G374,GASOLINA,,641,L60,"15,917"
1,2024-01-05,5 ene. 2024,G444,GASOLINA,,641,L60,"10,932"
1,2024-01-05,5 ene. 2024,G470,GASOLINA,,641,L60,"20,896"
1,2024-01-05,5 ene. 2024,G471,GASOLINA,,641,L60,"33,779"
1,2024-01-05,5 ene. 2024,G855,GASOLINA,,641,L60,"15,902"
1,2024-01-05,5 ene. 2024,N006,GASOLINA,,641,L60,"17,812"
1,2024-01-05,5 ene. 2024,N040,GASOLINA,,641,L60,"3,963"
1,2024-01-05,5 ene. 2024,N075,GASOLINA,,641,L60,"7,939"
1,2024-01-05,5 ene. 2024,N080,GASOLINA,,641,L60,"5,952"
1,2024-01-05,5 ene. 2024,N095,GASOLINA,,641,L60,"4,952"
1,2024-01-05,5 ene. 2024,N096,GASOLINA,,641,L60,"4,948"
1,2024-01-05,5 ene. 2024,N097,GASOLINA,,641,L60,"8,916"
1,2024-01-05,5 ene. 2024,N101,GASOLINA,,641,L60,"9,936"
1,2024-01-05,5 ene. 2024,N104,GASOLINA,,641,L60,"7,933"
1,2024-01-05,5 ene. 2024,N120,GASOLINA,,641,L60,"5,929"
1,2024-01-05,5 ene. 2024,N197,GASOLINA,,641,L60,"4,961"
1,2024-01-05,5 ene. 2024,N226,GASOLINA,,641,L60,"8,927"
1,2024-01-05,5 ene. 2024,N238,GASOLINA,,641,L60,"7,935"
1,2024-01-05,5 ene. 2024,N322,GASOLINA,,641,L60,"7,937"
1,2024-01-05,5 ene. 2024,N325,GASOLINA,,641,L60,"5,948"
1,2024-01-05,5 ene. 2024,N342,GASOLINA,,641,L60,"18,830"
1,2024-01-05,5 ene. 2024,N388,GASOLINA,,641,L60,"9,945"
1,2024-01-05,5 ene. 2024,N397,GASOLINA,,641,L60,"9,901"
1,2024-01-05,5 ene. 2024,N398,GASOLINA,,641,L60,"9,924"
1,2024-01-05,5 ene. 2024,N436,GASOLINA,,641,L60,"4,904"
1,2024-01-05,5 ene. 2024,N461,GASOLINA,,641,L60,"5,949"
1,2024-01-05,5 ene. 2024,N551,GASOLINA,,641,L60,"23,777"
1,2024-01-05,5 ene. 2024,N570,GASOLINA,,641,L60,"17,753"
1,2024-01-05,5 ene. 2024,S011,GASOLINA,,641,L60,"18,810"
1,2024-01-05,5 ene. 2024,S032,GASOLINA,,641,L60,"13,938"
1,2024-01-05,5 ene. 2024,S049,GASOLINA,,641,L60,"5,963"
1,2024-01-05,5 ene. 2024,S072,GASOLINA,,641,L60,"5,931"
1,2024-01-05,5 ene. 2024,S074,GASOLINA,,641,L60,"26,908"
1,2024-01-05,5 ene. 2024,S079,GASOLINA,,641,L60,"9,905"
1,2024-01-05,5 ene. 2024,S084,GASOLINA,,641,L60,"9,959"
1,2024-01-05,5 ene. 2024,S099,GASOLINA,,641,L60,"14,980"
1,2024-01-05,5 ene. 2024,S109,GASOLINA,,641,L60,"16,840"
1,2024-01-05,5 ene. 2024,S110,GASOLINA,,641,L60,"16,872"
1,2024-01-05,5 ene. 2024,S115,GASOLINA,,641,L60,"5,954"
1,2024-01-05,5 ene. 2024,S127,GASOLINA,,641,L60,"9,918"
1,2024-01-05,5 ene. 2024,S149,GASOLINA,,641,L60,"8,986"
1,2024-01-05,5 ene. 2024,S189,GASOLINA,,641,L60,"5,979"
1,2024-01-05,5 ene. 2024,S219,GASOLINA,,641,L60,"9,958"
1,2024-01-05,5 ene. 2024,S230,GASOLINA,,641,L60,"8,992"
1,2024-01-05,5 ene. 2024,S232,GASOLINA,,641,L60,"12,947"
1,2024-01-05,5 ene. 2024,S341,GASOLINA,,641,L60,"4,967"
1,2024-01-05,5 ene. 2024,S374,GASOLINA,,641,L60,"9,913"
1,2024-01-05,5 ene. 2024,S402,GASOLINA,,641,L60,"22,745"
1,2024-01-05,5 ene. 2024,S444,GASOLINA,,641,L60,"8,924"
1,2024-01-05,5 ene. 2024,S468,GASOLINA,,641,L60,"14,843"
1,2024-01-05,5 ene. 2024,S502,GASOLINA,,641,L60,"16,955"
1,2024-01-05,5 ene. 2024,S531,GASOLINA,,641,L60,"4,953"
1,2024-01-05,5 ene. 2024,S563,GASOLINA,,641,L60,"5,992"
1,2024-01-05,5 ene. 2024,S567,GASOLINA,,641,L60,"9,955"
1,2024-01-05,5 ene. 2024,S600,GASOLINA,,641,L60,"9,912"
1,2024-01-05,5 ene. 2024,S722,GASOLINA,,641,L60,"12,873"
1,2024-01-05,5 ene. 2024,S838,GASOLINA,,641,L60,"18,855"
1,2024-01-05,5 ene. 2024,S861,GASOLINA,,641,L60,"8,970"
1,2024-01-05,5 ene. 2024,S901,GASOLINA,,641,L60,"14,854"
1,2024-01-05,5 ene. 2024,S931,GASOLINA,,641,L60,"7,969"
1,2024-01-06,6 ene. 2024,1202,GASOLINA,E/S 40117 SAN ANTONIO,641,L60,"97,073"
1,2024-01-06,6 ene. 2024,1208,GASOLINA,E/S 40128 VIÑA DEL MAR,641,L60,"339,453"
1,2024-01-06,6 ene. 2024,1210,GASOLINA,E/S 40130 QUILPUÉ,641,L60,"521,694"
1,2024-01-06,6 ene. 2024,1212,GASOLINA,E/S 40132 CONCÓN,641,L60,"194,952"
1,2024-01-06,6 ene. 2024,1213,GASOLINA,E/S 40136 VALPARAÍSO,641,L60,"47,975"
1,2024-01-06,6 ene. 2024,1215,GASOLINA,E/S 40141 SAN ANTONIO,641,L60,"224,749"
1,2024-01-06,6 ene. 2024,C046,GASOLINA,CODELCO - GABRIELA MISTRAL,641,L60,"16,871"
1,2024-01-06,6 ene. 2024,C049,GASOLINA,TRANSPORTES GEMINIS,641,L60,"5,967"
1,2024-01-06,6 ene. 2024,C050,GASOLINA,DEPOSITO OXXEAN PTO. CHACABUCO,641,L60,"8,933"
1,2024-01-06,6 ene. 2024,C090,GASOLINA,SQM Puerto Tocopilla,641,L60,"9,923"
1,2024-01-06,6 ene. 2024,C095,GASOLINA,M/N RIEKA,641,L60,"16,870"
1,2024-01-06,6 ene. 2024,C100,GASOLINA,Mina Santos,641,L60,"18,891"
1,2024-01-06,6 ene. 2024,C107,GASOLINA,MICHALLIS,641,L60,"9,942"
1,2024-01-06,6 ene. 2024,C111,GASOLINA,LA CALERA,641,L60,"4,971"
1,2024-01-06,6 ene. 2024,C113,GASOLINA,VIÑA DEL MAR,641,L60,"23,858"
1,2024-01-06,6 ene. 2024,C117,GASOLINA,PUCHUNCAVÍ,641,L60,"31,719"
1,2024-01-06,6 ene. 2024,C120,GASOLINA,MARÍA PINTO,641,L60,"18,868"
1,2024-01-06,6 ene. 2024,C142,GASOLINA,VILLA ALEMANA,641,L60,"14,882"
1,2024-01-06,6 ene. 2024,C144,GASOLINA,HIJUELAS,641,L60,"14,894"
1,2024-01-06,6 ene. 2024,C162,GASOLINA,SAN FELIPE,641,L60,"10,948"
1,2024-01-06,6 ene. 2024,C165,GASOLINA,SAN FELIPE,641,L60,"20,853"
1,2024-01-06,6 ene. 2024,C195,GASOLINA,E/S 40062 SANTO DOMINGO,641,L60,"18,902"
1,2024-01-06,6 ene. 2024,C368,GASOLINA,E/S 40090 QUILLOTA,641,L60,"8,933"
1,2024-01-06,6 ene. 2024,C370,GASOLINA,E/S 40095 LA CALERA,641,L60,"14,918"
1,2024-01-06,6 ene. 2024,C403,GASOLINA,E/S 40100 VALLENAR,641,L60,"17,897"
1,2024-01-06,6 ene. 2024,C430,GASOLINA,E/S 40103 LA SERENA,641,L60,"16,905"
1,2024-01-06,6 ene. 2024,C501,GASOLINA,,641,L60,"9,934"
1,2024-01-06,6 ene. 2024,C506,GASOLINA,,641,L60,"8,948"
1,2024-01-06,6 ene. 2024,C508,GASOLINA,,641,L60,"20,862"
1,2024-01-06,6 ene. 2024,C513,GASOLINA,,641,L60,"28,802"
1,2024-01-06,6 ene. 2024,C516,GASOLINA,,641,L60,"18,885"
1,2024-01-06,6 ene. 2024,C527,GASOLINA,,641,L60,"9,925"
1,2024-01-06,6 ene. 2024,C601,GASOLINA,,641,L60,"16,876"
1,2024-01-06,6 ene. 2024,C603,GASOLINA,,641,L60,"14,884"
1,2024-01-06,6 ene. 2024,C609,GASOLINA,,641,L60,"31,758"
1,2024-01-06,6 ene. 2024,G076,GASOLINA,,641,L60,"12,893"
1,2024-01-06,6 ene. 2024,G097,GASOLINA,,641,L60,"10,904"
1,2024-01-06,6 ene. 2024,G263,GASOLINA,,641,L60,"14,909"
1,2024-01-06,6 ene. 2024,G266,GASOLINA,,641,L60,"12,917"
1,2024-01-06,6 ene. 2024,G287,GASOLINA,,641,L60,"18,913"
1,2024-01-06,6 ene. 2024,G333,GASOLINA,,641,L60,"5,960"
1,2024-01-06,6 ene. 2024,G350,GASOLINA,,641,L60,"13,909"
1,2024-01-06,6 ene. 2024,G351,GASOLINA,,641,L60,"5,963"
1,2024-01-06,6 ene. 2024,G368,GASOLINA,,641,L60,"9,934"
1,2024-01-06,6 ene. 2024,G374,GASOLINA,,641,L60,"10,932"
1,2024-01-06,6 ene. 2024,G403,GASOLINA,,641,L60,"10,932"
1,2024-01-06,6 ene. 2024,G437,GASOLINA,,641,L60,"9,951"
1,2024-01-06,6 ene. 2024,G439,GASOLINA,,641,L60,"8,957"
1,2024-01-06,6 ene. 2024,G781,GASOLINA,,641,L60,"30,764"
1,2024-01-06,6 ene. 2024,G838,GASOLINA,,641,L60,"10,947"
1,2024-01-06,6 ene. 2024,N006,GASOLINA,,641,L60,"25,728"
1,2024-01-06,6 ene. 2024,N024,GASOLINA,,641,L60,"7,943"
1,2024-01-06,6 ene. 2024,N040,GASOLINA,,641,L60,"4,940"
1,2024-01-06,6 ene. 2024,N075,GASOLINA,,641,L60,"4,961"
1,2024-01-06,6 ene. 2024,N096,GASOLINA,,641,L60,"4,950"
1,2024-01-06,6 ene. 2024,N122,GASOLINA,,641,L60,"14,887"
1,2024-01-06,6 ene. 2024,N282,GASOLINA,,641,L60,"9,929"
1,2024-01-06,6 ene. 2024,N347,GASOLINA,,641,L60,"4,961"
1,2024-01-06,6 ene. 2024,N397,GASOLINA,,641,L60,"23,764"
1,2024-01-06,6 ene. 2024,N398,GASOLINA,,641,L60,"9,931"
1,2024-01-06,6 ene. 2024,N405,GASOLINA,,641,L60,"9,908"
1,2024-01-06,6 ene. 2024,N421,GASOLINA,,641,L60,"14,864"
1,2024-01-06,6 ene. 2024,N551,GASOLINA,,641,L60,"14,850"
1,2024-01-06,6 ene. 2024,N570,GASOLINA,,641,L60,"7,924"
1,2024-01-06,6 ene. 2024,S011,GASOLINA,,641,L60,"18,795"
1,2024-01-06,6 ene. 2024,S020,GASOLINA,,641,L60,"13,852"
1,2024-01-06,6 ene. 2024,S057,GASOLINA,,641,L60,"7,952"
1,2024-01-06,6 ene. 2024,S063,GASOLINA,,641,L60,"5,941"
1,2024-01-06,6 ene. 2024,S074,GASOLINA,,641,L60,"24,891"
1,2024-01-06,6 ene. 2024,S082,GASOLINA,,641,L60,"13,954"
1,2024-01-06,6 ene. 2024,S093,GASOLINA,,641,L60,"10,953"
1,2024-01-06,6 ene. 2024,S110,GASOLINA,,641,L60,"16,866"
1,2024-01-06,6 ene. 2024,S115,GASOLINA,,641,L60,"4,963"
1,2024-01-06,6 ene. 2024,S193,GASOLINA,,641,L60,"9,975"
1,2024-01-06,6 ene. 2024,S204,GASOLINA,,641,L60,"10,009"
1,2024-01-06,6 ene. 2024,S219,GASOLINA,,641,L60,"14,941"
1,2024-01-06,6 ene. 2024,S223,GASOLINA,,641,L60,"26,811"
1,2024-01-06,6 ene. 2024,S238,GASOLINA,,641,L60,"9,914"
1,2024-01-06,6 ene. 2024,S374,GASOLINA,,641,L60,"16,838"
1,2024-01-06,6 ene. 2024,S375,GASOLINA,,641,L60,"7,988"
1,2024-01-06,6 ene. 2024,S382,GASOLINA,,641,L60,"17,827"
1,2024-01-06,6 ene. 2024,S468,GASOLINA,,641,L60,"18,791"
1,2024-01-06,6 ene. 2024,S471,GASOLINA,,641,L60,"5,998"
1,2024-01-06,6 ene. 2024,S475,GASOLINA,,641,L60,"5,957"
1,2024-01-06,6 ene. 2024,S502,GASOLINA,,641,L60,"14,956"
1,2024-01-06,6 ene. 2024,S551,GASOLINA,,641,L60,"12,932"
1,2024-01-06,6 ene. 2024,S567,GASOLINA,,641,L60,"7,970"
1,2024-01-06,6 ene. 2024,S830,GASOLINA,,641,L60,"7,996"
1,2024-01-06,6 ene. 2024,S900,GASOLINA,,641,L60,"3,973"
1,2024-01-06,6 ene. 2024,S939,GASOLINA,,641,L60,"16,823"
1,2024-01-06,6 ene. 2024,S947,GASOLINA,,641,L60,"9,926"
1,2024-01-06,6 ene. 2024,S954,GASOLINA,,641,L60,"9,919"
1,2024-01-07,7 ene. 2024,1202,GASOLINA,E/S 40117 SAN ANTONIO,641,L60,"22,810"
1,2024-01-07,7 ene. 2024,1205,GASOLINA,E/S 40120 CARTAGENA,641,L60,"81,409"
1,2024-01-07,7 ene. 2024,1207,GASOLINA,E/S 40126 VALPARAÍSO,641,L60,"105,367"
1,2024-01-07,7 ene. 2024,1210,GASOLINA,E/S 40130 QUILPUÉ,641,L60,"214,663"
1,2024-01-07,7 ene. 2024,1211,GASOLINA,E/S 40131 SANTA MARÍA,641,L60,"33,845"
1,2024-01-07,7 ene. 2024,1212,GASOLINA,E/S 40132 CONCÓN,641,L60,"66,334"
1,2024-01-07,7 ene. 2024,1216,GASOLINA,E/S 40142 PAPUDO,641,L60,"59,900"
1,2024-01-07,7 ene. 2024,C034,GASOLINA,SOQUIMICH ESTACION COYA SUR,641,L60,"8,948"
1,2024-01-07,7 ene. 2024,C059,GASOLINA,PROYECTO ALMA,641,L60,"16,884"
1,2024-01-07,7 ene. 2024,C062,GASOLINA,MINERA ANTUCOYA,641,L60,"16,868"
1,2024-01-07,7 ene. 2024,C107,GASOLINA,MICHALLIS,641,L60,"5,976"
1,2024-01-07,7 ene. 2024,C142,GASOLINA,VILLA ALEMANA,641,L60,"5,947"
1,2024-01-07,7 ene. 2024,C183,GASOLINA,E/S 40055 LOS VILOS,641,L60,"16,922"
1,2024-01-07,7 ene. 2024,C193,GASOLINA,E/S 40060 VIÑA DEL MAR,641,L60,"4,966"
1,2024-01-07,7 ene. 2024,C512,GASOLINA,,641,L60,"9,933"
1,2024-01-07,7 ene. 2024,C517,GASOLINA,,641,L60,"14,936"
1,2024-01-07,7 ene. 2024,C527,GASOLINA,,641,L60,"18,864"
1,2024-01-07,7 ene. 2024,C602,GASOLINA,,641,L60,"7,960"
1,2024-01-07,7 ene. 2024,G076,GASOLINA,,641,L60,"10,927"
1,2024-01-07,7 ene. 2024,G251,GASOLINA,,641,L60,"9,934"
1,2024-01-07,7 ene. 2024,G325,GASOLINA,,641,L60,"10,921"
1,2024-01-07,7 ene. 2024,G338,GASOLINA,,641,L60,"8,951"
1,2024-01-07,7 ene. 2024,G339,GASOLINA,,641,L60,"10,947"
1,2024-01-07,7 ene. 2024,G348,GASOLINA,,641,L60,"9,938"
1,2024-01-07,7 ene. 2024,G438,GASOLINA,,641,L60,"19,865"
1,2024-01-07,7 ene. 2024,G470,GASOLINA,,641,L60,"9,909"
1,2024-01-07,7 ene. 2024,G758,GASOLINA,,641,L60,"9,952"
1,2024-01-07,7 ene. 2024,N006,GASOLINA,,641,L60,"8,942"
1,2024-01-07,7 ene. 2024,N075,GASOLINA,,641,L60,"7,934"
1,2024-01-07,7 ene. 2024,N096,GASOLINA,,641,L60,"4,964"
1,2024-01-07,7 ene. 2024,N098,GASOLINA,,641,L60,"9,878"
1,2024-01-07,7 ene. 2024,N101,GASOLINA,,641,L60,"12,831"
1,2024-01-07,7 ene. 2024,N238,GASOLINA,,641,L60,"4,949"
1,2024-01-07,7 ene. 2024,N282,GASOLINA,,641,L60,"9,920"
1,2024-01-07,7 ene. 2024,N342,GASOLINA,,641,L60,"18,680"
1,2024-01-07,7 ene. 2024,N347,GASOLINA,,641,L60,"9,912"
1,2024-01-07,7 ene. 2024,N398,GASOLINA,,641,L60,"8,941"
1,2024-01-07,7 ene. 2024,N572,GASOLINA,,641,L60,"4,954"
1,2024-01-07,7 ene. 2024,S193,GASOLINA,,641,L60,"8,007"
1,2024-01-07,7 ene. 2024,S201,GASOLINA,,641,L60,"16,971"
1,2024-01-07,7 ene. 2024,S232,GASOLINA,,641,L60,"8,962"
1,2024-01-07,7 ene. 2024,S407,GASOLINA,,641,L60,"18,785"
1,2024-01-07,7 ene. 2024,S551,GASOLINA,,641,L60,"8,982"
1,2024-01-07,7 ene. 2024,S954,GASOLINA,,641,L60,"23,911"
1,2024-01-08,8 ene. 2024,1202,GASOLINA,E/S 40117 SAN ANTONIO,641,L60,"72,267"
1,2024-01-08,8 ene. 2024,1205,GASOLINA,E/S 40120 CARTAGENA,641,L60,"119,177"
1,2024-01-08,8 ene. 2024,1207,GASOLINA,E/S 40126 VALPARAÍSO,641,L60,"293,261"
1,2024-01-08,8 ene. 2024,1212,GASOLINA,E/S 40132 CONCÓN,641,L60,"162,435"
1,2024-01-08,8 ene. 2024,1215,GASOLINA,E/S 40141 SAN ANTONIO,641,L60,"222,990"
1,2024-01-08,8 ene. 2024,1215,GASOLINA,E/S 40141 SAN ANTONIO,642,L60,"-4,969"
1,2024-01-08,8 ene. 2024,C004,GASOLINA,MINERA CORDILLERA CHILE SCM,641,L60,"18,879"
1,2024-01-08,8 ene. 2024,C059,GASOLINA,PROYECTO ALMA,641,L60,"16,872"
1,2024-01-08,8 ene. 2024,C066,GASOLINA,CODELCO - ANDINA,641,L60,"13,901"
1,2024-01-08,8 ene. 2024,C091,GASOLINA,DEPOSITO PARMA,641,L60,"18,863"
1,2024-01-08,8 ene. 2024,C103,GASOLINA,TQB Puerto,641,L60,"18,894"
1,2024-01-08,8 ene. 2024,C105,GASOLINA,EDS COPEC MILLÁN,641,L60,"17,898"
1,2024-01-08,8 ene. 2024,C115,GASOLINA,SAN FELIPE,641,L60,"5,963"
1,2024-01-08,8 ene. 2024,C120,GASOLINA,MARÍA PINTO,641,L60,"31,801"
1,2024-01-08,8 ene. 2024,C142,GASOLINA,VILLA ALEMANA,641,L60,"14,899"
1,2024-01-08,8 ene. 2024,C144,GASOLINA,HIJUELAS,641,L60,"18,899"
1,2024-01-08,8 ene. 2024,C145,GASOLINA,VIÑA DEL MAR,641,L60,"14,936"
1,2024-01-08,8 ene. 2024,C162,GASOLINA,SAN FELIPE,641,L60,"5,968"
1,2024-01-08,8 ene. 2024,C165,GASOLINA,SAN FELIPE,641,L60,"15,885"
1,2024-01-08,8 ene. 2024,C183,GASOLINA,E/S 40055 LOS VILOS,641,L60,"13,897"
1,2024-01-08,8 ene. 2024,C195,GASOLINA,E/S 40062 SANTO DOMINGO,641,L60,"9,943"
1,2024-01-08,8 ene. 2024,C198,GASOLINA,E/S 40066 VALPARAÍSO,641,L60,"24,821"
1,2024-01-08,8 ene. 2024,C368,GASOLINA,E/S 40090 QUILLOTA,641,L60,"8,958"
1,2024-01-08,8 ene. 2024,C369,GASOLINA,E/S 40091 QUILPUÉ,641,L60,"8,946"
1,2024-01-08,8 ene. 2024,C403,GASOLINA,E/S 40100 VALLENAR,641,L60,"9,957"
1,2024-01-08,8 ene. 2024,C501,GASOLINA,,641,L60,"9,939"
1,2024-01-08,8 ene. 2024,C551,GASOLINA,,641,L60,"9,931"
